model_name,size_original,size_quantized,time_original,time_quantized,test1_loss,test2_loss,train_micro,train_macro,test1_micro,test1_macro,test2_micro,test2_macro
./saved_models/results_synthetic/acrgnn_elu/p2/MODEL-acrgnn-0-aggS-readS-combT-cl1-L9-H64.pth,0.485933,0.173589, 4.6, 5.2, 0.3772958219, 0.4536706805, 0.83408147, 0.83649188, 0.83809441, 0.84030712, 0.81175917, 0.81112266
./saved_models/results_synthetic/acrgnn_elu/p2/MODEL-acrgnn-0-aggS-readS-combT-cl1-L10-H64.pth,0.539766,0.192704, 4.5, 5.0, 0.3756684661, 0.5290908217, 0.83295375, 0.83528662, 0.83582157, 0.83795798, 0.77890259, 0.77972609
./saved_models/results_synthetic/acrgnn_elu/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L1-H64.pth,0.055548,0.021004, 0.7, 0.8, 0.5303733945, 0.5898044705, 0.70473826, 0.71237761, 0.70506501, 0.71208209, 0.73016959, 0.72522444
./saved_models/results_synthetic/acrgnn_elu/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L2-H64.pth,0.10905,0.040038, 1.1, 1.4, 0.4666893780, 0.5543627143, 0.76277095, 0.77068651, 0.76121986, 0.76849115, 0.76968604, 0.76558077
./saved_models/results_synthetic/acrgnn_elu/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L3-H64.pth,0.162936,0.059072, 1.8, 2.0, 0.4593579173, 0.5241714716, 0.76903021, 0.77675855, 0.76335067, 0.77042687, 0.76607722, 0.76191884
./saved_models/results_synthetic/acrgnn_elu/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L4-H64.pth,0.216758,0.07817, 2.2, 2.3, 0.4622503221, 0.5484976172, 0.76909250, 0.77663076, 0.76406091, 0.77183515, 0.75232768, 0.74873745
./saved_models/results_synthetic/acrgnn_elu/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L5-H64.pth,0.27058,0.097204, 2.2, 2.9, 0.4548133016, 0.6377406120, 0.76969755, 0.77744073, 0.76317310, 0.77024806, 0.75409597, 0.74978608
./saved_models/results_synthetic/acrgnn_elu/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L6-H64.pth,0.324402,0.116308, 3.1, 3.4, 0.4629296064, 1.4260840416, 0.77017802, 0.77738637, 0.76406091, 0.77173990, 0.36207145, 0.37069055
./saved_models/results_synthetic/acrgnn_elu/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L7-H64.pth,0.378288,0.135423, 3.6, 3.7, 0.4674616158, 1.0454865694, 0.76793587, 0.77559835, 0.75274116, 0.76024938, 0.44550705, 0.45143932
./saved_models/results_synthetic/acrgnn_elu/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L8-H64.pth,0.43211,0.154474, 4.0, 4.8, 0.4614316225, 0.6604764462, 0.76512879, 0.77297503, 0.75482756, 0.76224303, 0.76391196, 0.75993395
./saved_models/results_synthetic/acrgnn_elu/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L9-H64.pth,0.485933,0.173589, 3.5, 3.8, 0.4634630382, 0.6229019761, 0.76715738, 0.77486163, 0.75931102, 0.76665139, 0.71389389, 0.71186632
./saved_models/results_synthetic/acrgnn_elu/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L10-H64.pth,0.539766,0.192704, 4.4, 5.3, 0.4600186348, 1.3411406279, 0.77311409, 0.78019595, 0.77134109, 0.77852488, 0.39393720, 0.40292048
