model_name,size_original,size_quantized,time_original,time_quantized,test1_loss,test2_loss,train_micro,train_macro,test1_micro,test1_macro,test2_micro,test2_macro
./saved_models/results_synthetic/acrgnn_relu/p2/MODEL-acrgnn-0-aggS-readS-combT-cl1-L4-H64.pth,0.216758,0.07817, 1.6, 1.7, 0.3811845481, 0.4085511863, 0.82835841, 0.83068889, 0.83742589, 0.83958763, 0.82440466, 0.82330006
./saved_models/results_synthetic/acrgnn_relu/p2/MODEL-acrgnn-0-aggS-readS-combT-cl1-L5-H64.pth,0.27058,0.097204, 1.9, 2.1, 0.3757106960, 0.4674418867, 0.83307362, 0.83550155, 0.84067917, 0.84281433, 0.77357066, 0.77386391
./saved_models/results_synthetic/acrgnn_relu/p2/MODEL-acrgnn-0-aggS-readS-combT-cl1-L6-H64.pth,0.324402,0.116308, 2.2, 2.4, 0.3737517297, 0.4537106454, 0.83354425, 0.83585632, 0.83952045, 0.84159714, 0.81446123, 0.81384838
./saved_models/results_synthetic/acrgnn_relu/p2/MODEL-acrgnn-0-aggS-readS-combT-cl1-L7-H64.pth,0.378288,0.135423, 2.5, 2.8, 0.3760002851, 0.4733946621, 0.83252752, 0.83495086, 0.83778244, 0.83999664, 0.77792990, 0.77879441
./saved_models/results_synthetic/acrgnn_relu/p2/MODEL-acrgnn-0-aggS-readS-combT-cl1-L8-H64.pth,0.43211,0.154474, 2.9, 3.0, 0.3771245182, 0.6428017020, 0.83254528, 0.83494395, 0.83582157, 0.83805645, 0.73466152, 0.73421645
./saved_models/results_synthetic/acrgnn_relu/p2/MODEL-acrgnn-0-aggS-readS-combT-cl1-L9-H64.pth,0.485933,0.173589, 3.2, 3.7, 0.3752705157, 0.5049998164, 0.83418798, 0.83661807, 0.83889657, 0.84107816, 0.77879453, 0.77889383
./saved_models/results_synthetic/acrgnn_relu/p2/MODEL-acrgnn-0-aggS-readS-combT-cl1-L10-H64.pth,0.539766,0.192704, 3.5, 3.8, 0.3793815374, 0.6012719870, 0.82906884, 0.83153582, 0.83608896, 0.83849251, 0.76405954, 0.76467162
./saved_models/results_synthetic/acrgnn_relu/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L1-H64.pth,0.055548,0.021004, 0.6, 0.7, 0.5777971148, 0.5660273433, 0.68999988, 0.69624209, 0.68735296, 0.69314778, 0.75535905, 0.75074583
./saved_models/results_synthetic/acrgnn_relu/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L2-H64.pth,0.10905,0.040038, 0.8, 1.0, 0.4610555768, 0.5349794626, 0.76487076, 0.77272183, 0.76561457, 0.77288926, 0.76925296, 0.76511091
./saved_models/results_synthetic/acrgnn_relu/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L3-H64.pth,0.162936,0.059072, 1.2, 1.4, 0.4559508562, 0.7134467363, 0.77070737, 0.77835983, 0.76135302, 0.76887715, 0.61400217, 0.61368847
./saved_models/results_synthetic/acrgnn_relu/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L4-H64.pth,0.216758,0.07817, 1.7, 1.9, 0.4614993334, 0.6225579381, 0.77141917, 0.77876389, 0.76756781, 0.77516282, 0.65225548, 0.65092802
./saved_models/results_synthetic/acrgnn_relu/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L5-H64.pth,0.27058,0.097204, 2.2, 2.5, 0.4566948414, 1.0239381790, 0.77139693, 0.77905762, 0.75860077, 0.76552713, 0.41129556, 0.41966340
./saved_models/results_synthetic/acrgnn_relu/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L6-H64.pth,0.324402,0.116308, 2.2, 2.5, 0.4577858150, 1.3937445879, 0.76315355, 0.77054083, 0.76783413, 0.77515048, 0.30996031, 0.31848061
./saved_models/results_synthetic/acrgnn_relu/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L7-H64.pth,0.378288,0.135423, 2.7, 2.9, 0.4482163191, 1.1692558527, 0.77985829, 0.78705692, 0.77782220, 0.78427958, 0.47170696, 0.47687408
./saved_models/results_synthetic/acrgnn_relu/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L8-H64.pth,0.43211,0.154474, 3.1, 3.3, 0.4656885564, 0.9640279412, 0.76302457, 0.77094465, 0.74586052, 0.75343460, 0.76654637, 0.76224661
./saved_models/results_synthetic/acrgnn_relu/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L9-H64.pth,0.485933,0.173589, 3.4, 3.6, 0.4604381919, 0.9116657972, 0.77396822, 0.78136194, 0.76836687, 0.77487969, 0.63280404, 0.63211733
./saved_models/results_synthetic/acrgnn_relu/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L10-H64.pth,0.539766,0.192704, 3.4, 3.8, 0.4516397119, 0.8484989405, 0.77756721, 0.78508484, 0.77160740, 0.77856040, 0.58437389, 0.58681601
