model_name,size_original,size_quantized,time_original,time_quantized,test1_loss,test2_loss,train_micro,train_macro,test1_micro,test1_macro,test2_micro,test2_macro
./saved_models/results_synthetic/acrgnn_gelu/p2/MODEL-acrgnn-0-aggS-readS-combT-cl1-L2-H64.pth,0.10905,0.040038, 1.0, 1.0, 0.3600431681, 0.5033219457, 0.84222418, 0.84473640, 0.84981507, 0.85217017, 0.76337498, 0.76377088
./saved_models/results_synthetic/acrgnn_gelu/p2/MODEL-acrgnn-0-aggS-readS-combT-cl1-L3-H64.pth,0.162936,0.059072, 1.3, 1.5, 0.3780815601, 0.4397497177, 0.83896089, 0.84122282, 0.84255093, 0.84460235, 0.79896963, 0.79922408
./saved_models/results_synthetic/acrgnn_gelu/p2/MODEL-acrgnn-0-aggS-readS-combT-cl1-L4-H64.pth,0.216758,0.07817, 1.8, 2.3, 0.3702612519, 0.3868945837, 0.83471638, 0.83693087, 0.84277374, 0.84481418, 0.83258277, 0.83201236
./saved_models/results_synthetic/acrgnn_gelu/p2/MODEL-acrgnn-0-aggS-readS-combT-cl1-L5-H64.pth,0.27058,0.097204, 3.4, 3.8, 0.3695954978, 0.4990468919, 0.83563542, 0.83792394, 0.84134763, 0.84343886, 0.75289118, 0.75496483
./saved_models/results_synthetic/acrgnn_gelu/p2/MODEL-acrgnn-0-aggS-readS-combT-cl1-L6-H64.pth,0.324402,0.116308, 3.3, 3.7, 0.3768596947, 0.5067397952, 0.83525360, 0.83754325, 0.83907485, 0.84134048, 0.76193392, 0.76379359
./saved_models/results_synthetic/acrgnn_gelu/p2/MODEL-acrgnn-0-aggS-readS-combT-cl1-L7-H64.pth,0.378288,0.135423, 2.7, 3.6, 0.3728936911, 0.4702971578, 0.83625257, 0.83861154, 0.83992159, 0.84215188, 0.78801745, 0.78782827
./saved_models/results_synthetic/acrgnn_gelu/p2/MODEL-acrgnn-0-aggS-readS-combT-cl1-L8-H64.pth,0.43211,0.154474, 2.9, 2.7, 0.3741034865, 0.5760296583, 0.83525360, 0.83755505, 0.83907485, 0.84122062, 0.75173831, 0.75222838
./saved_models/results_synthetic/acrgnn_gelu/p2/MODEL-acrgnn-0-aggS-readS-combT-cl1-L9-H64.pth,0.485933,0.173589, 4.6, 6.0, 0.3731212914, 0.4749937654, 0.83743358, 0.83972609, 0.83894116, 0.84110421, 0.80397737, 0.80380648
./saved_models/results_synthetic/acrgnn_gelu/p2/MODEL-acrgnn-0-aggS-readS-combT-cl1-L10-H64.pth,0.539766,0.192704, 4.8, 6.2, 0.3826567829, 0.6407599449, 0.82912654, 0.83160925, 0.83501941, 0.83733201, 0.71816117, 0.72075045
./saved_models/results_synthetic/acrgnn_gelu/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L1-H64.pth,0.055548,0.021004, 0.6, 0.6, 0.5109866261, 0.5302385092, 0.72228378, 0.72922063, 0.72042435, 0.72649705, 0.76387584, 0.75987816
./saved_models/results_synthetic/acrgnn_gelu/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L2-H64.pth,0.10905,0.040038, 0.9, 1.2, 0.4622758329, 0.5634039640, 0.76556921, 0.77344418, 0.76268476, 0.76984411, 0.76983041, 0.76573694
./saved_models/results_synthetic/acrgnn_gelu/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L3-H64.pth,0.162936,0.059072, 1.3, 1.4, 0.4635858834, 0.6352714300, 0.76923931, 0.77688962, 0.76450479, 0.77143115, 0.66571635, 0.66496283
./saved_models/results_synthetic/acrgnn_gelu/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L4-H64.pth,0.216758,0.07817, 2.6, 3.1, 0.4633229077, 0.5590008497, 0.76910585, 0.77668035, 0.76543701, 0.77307540, 0.71905452, 0.71641374
./saved_models/results_synthetic/acrgnn_gelu/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L5-H64.pth,0.27058,0.097204, 2.3, 2.7, 0.4651531577, 1.2488127947, 0.77143252, 0.77902776, 0.74501711, 0.75261909, 0.35499820, 0.36250797
./saved_models/results_synthetic/acrgnn_gelu/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L6-H64.pth,0.324402,0.116308, 2.1, 2.3, 0.4481190741, 0.6453298330, 0.77334988, 0.78030759, 0.77760023, 0.78465903, 0.67149043, 0.67026812
./saved_models/results_synthetic/acrgnn_gelu/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L7-H64.pth,0.378288,0.135423, 2.7, 2.6, 0.4551378489, 0.6424398422, 0.77157044, 0.77915698, 0.76472676, 0.77183813, 0.76780945, 0.76370150
./saved_models/results_synthetic/acrgnn_gelu/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L8-H64.pth,0.43211,0.154474, 3.0, 5.8, 0.4693888128, 0.6733666658, 0.76618308, 0.77383709, 0.75478315, 0.76190978, 0.62414289, 0.62268442
./saved_models/results_synthetic/acrgnn_gelu/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L9-H64.pth,0.485933,0.173589, 3.4, 3.6, 0.4680081904, 0.6677581668, 0.76387870, 0.77190536, 0.74883473, 0.75645971, 0.68617827, 0.68335080
./saved_models/results_synthetic/acrgnn_gelu/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L10-H64.pth,0.539766,0.192704, 3.8, 5.1, 0.4631718099, 0.7579788566, 0.77221990, 0.77911723, 0.76170820, 0.76965797, 0.65752435, 0.65543157
