model_name,size_original,size_quantized,time_original,time_quantized,test1_loss,test2_loss,train_micro,train_macro,test1_micro,test1_macro,test2_micro,test2_macro
./saved_models/results_synthetic/acrgnn_relu6/p2/MODEL-acrgnn-0-aggS-readS-combT-cl1-L9-H64.pth,0.485933,0.173589, 14.0, 14.0, 0.6242094636, 0.7047283649, 0.64376575, 0.64817029, 0.64280939, 0.64648509, 0.53229815, 0.53184187
./saved_models/results_synthetic/acrgnn_relu6/p2/MODEL-acrgnn-0-aggS-readS-combT-cl1-L10-H64.pth,0.539766,0.192704, 17.8, 18.7, 0.6338964105, 0.7574055195, 0.63100553, 0.63499826, 0.64280939, 0.64628148, 0.46010014, 0.46092606
./saved_models/results_synthetic/acrgnn_relu6/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L1-H64.pth,0.055548,0.021004, 3.2, 3.2, 0.5725390911, 0.5659121275, 0.69088960, 0.69722587, 0.69046032, 0.69597071, 0.75485384, 0.75020421
./saved_models/results_synthetic/acrgnn_relu6/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L2-H64.pth,0.10905,0.040038, 5.6, 2.7, 0.4899443984, 0.5372477770, 0.76423901, 0.77181011, 0.74386293, 0.75210565, 0.76918077, 0.76503259
./saved_models/results_synthetic/acrgnn_relu6/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L3-H64.pth,0.162936,0.059072, 6.7, 7.5, 0.5964255929, 0.5635034442, 0.67575973, 0.68206447, 0.65987480, 0.66723603, 0.76571637, 0.76136619
./saved_models/results_synthetic/acrgnn_relu6/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L4-H64.pth,0.216758,0.07817, 9.8, 9.8, 0.6295514703, 0.5881351233, 0.66537654, 0.67257273, 0.63630313, 0.64321184, 0.73547459, 0.72953075
./saved_models/results_synthetic/acrgnn_relu6/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L5-H64.pth,0.27058,0.097204, 9.4, 10.3, 0.6276811361, 0.5963229537, 0.65226191, 0.65978348, 0.64034271, 0.64688462, 0.75330204, 0.74871135
./saved_models/results_synthetic/acrgnn_relu6/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L6-H64.pth,0.324402,0.116308, 10.4, 3.8, 0.6213302612, 0.6292538047, 0.66330791, 0.67166626, 0.65920895, 0.66732472, 0.69505596, 0.68933934
./saved_models/results_synthetic/acrgnn_relu6/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L7-H64.pth,0.378288,0.135423, 3.0, 2.4, 0.6496717930, 0.7293216586, 0.61584520, 0.62260330, 0.61903495, 0.62592322, 0.52753520, 0.52663982
./saved_models/results_synthetic/acrgnn_relu6/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L8-H64.pth,0.43211,0.154474, 2.6, 3.2, 0.6734711528, 0.7136749625, 0.58861947, 0.59475410, 0.56261373, 0.56928653, 0.50714546, 0.50671941
./saved_models/results_synthetic/acrgnn_relu6/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L9-H64.pth,0.485933,0.173589, 3.2, 4.9, 0.6569656134, 0.6770829558, 0.61674386, 0.62277991, 0.62507212, 0.63204980, 0.69105017, 0.68550521
./saved_models/results_synthetic/acrgnn_relu6/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L10-H64.pth,0.539766,0.192704, 3.1, 3.3, 0.6419528127, 0.6550093889, 0.63353753, 0.64044058, 0.62489456, 0.63252318, 0.66643810, 0.66234475
