model_name,size_original,size_quantized,time_original,time_quantized,test1_loss,test2_loss,train_micro,train_macro,test1_micro,test1_macro,test2_micro,test2_macro
./saved_models/results_synthetic/acrgnn_softplus/p2/MODEL-acrgnn-0-aggS-readS-combT-cl1-L1-H64.pth,0.055548,0.021004, 0.9, 0.9, 0.5176172256, 0.7272846103, 0.72876734, 0.73601538, 0.74562144, 0.75235730, 0.52044529, 0.52162671
./saved_models/results_synthetic/acrgnn_softplus/p2/MODEL-acrgnn-0-aggS-readS-combT-cl1-L2-H64.pth,0.10905,0.040038, 1.6, 1.8, 0.3587207198, 0.5523514152, 0.84653533, 0.84901267, 0.85048354, 0.85268813, 0.77097666, 0.77243572
./saved_models/results_synthetic/acrgnn_softplus/p2/MODEL-acrgnn-0-aggS-readS-combT-cl1-L3-H64.pth,0.162936,0.059072, 2.4, 2.7, 0.3795861304, 0.4490234256, 0.83359307, 0.83591563, 0.84036720, 0.84246361, 0.79612350, 0.79581773
./saved_models/results_synthetic/acrgnn_softplus/p2/MODEL-acrgnn-0-aggS-readS-combT-cl1-L4-H64.pth,0.216758,0.07817, 3.2, 3.6, 0.3818487823, 0.3969540000, 0.82866037, 0.83093798, 0.83559871, 0.83771837, 0.82422453, 0.82350266
./saved_models/results_synthetic/acrgnn_softplus/p2/MODEL-acrgnn-0-aggS-readS-combT-cl1-L5-H64.pth,0.27058,0.097204, 4.9, 5.0, 0.3782941401, 0.4054189026, 0.83196807, 0.83430088, 0.83880740, 0.84108132, 0.82598984, 0.82489246
./saved_models/results_synthetic/acrgnn_softplus/p2/MODEL-acrgnn-0-aggS-readS-combT-cl1-L6-H64.pth,0.324402,0.116308, 5.3, 5.8, 0.3771871030, 0.4375506043, 0.83304697, 0.83536863, 0.83755958, 0.83960754, 0.81896460, 0.81768459
./saved_models/results_synthetic/acrgnn_softplus/p2/MODEL-acrgnn-0-aggS-readS-combT-cl1-L7-H64.pth,0.378288,0.135423, 7.3, 8.0, 0.3781858981, 0.4537727833, 0.83377063, 0.83608294, 0.83698028, 0.83904874, 0.78830564, 0.78874159
./saved_models/results_synthetic/acrgnn_softplus/p2/MODEL-acrgnn-0-aggS-readS-combT-cl1-L8-H64.pth,0.43211,0.154474, 6.7, 8.1, 0.3799231052, 0.5832095146, 0.83044076, 0.83287108, 0.83568788, 0.83774620, 0.71679217, 0.72011083
./saved_models/results_synthetic/acrgnn_softplus/p2/MODEL-acrgnn-0-aggS-readS-combT-cl1-L9-H64.pth,0.485933,0.173589, 8.3, 8.7, 0.3784483671, 0.6478739381, 0.83326453, 0.83564842, 0.83657914, 0.83885264, 0.75051337, 0.75231129
./saved_models/results_synthetic/acrgnn_softplus/p2/MODEL-acrgnn-0-aggS-readS-combT-cl1-L10-H64.pth,0.539766,0.192704, 8.5, 9.3, 0.3773849905, 0.4563307166, 0.83115113, 0.83353162, 0.83733678, 0.83954036, 0.80365312, 0.80306619
./saved_models/results_synthetic/acrgnn_softplus/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L1-H64.pth,0.055548,0.021004, 0.9, 1.1, 0.5288534164, 0.5791633725, 0.70798135, 0.71552467, 0.70426601, 0.71110123, 0.73486108, 0.73026502
./saved_models/results_synthetic/acrgnn_softplus/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L2-H64.pth,0.10905,0.040038, 1.5, 1.6, 0.4656534493, 0.5425745845, 0.76165438, 0.76955628, 0.76312870, 0.77040929, 0.77015519, 0.76608324
./saved_models/results_synthetic/acrgnn_softplus/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L3-H64.pth,0.162936,0.059072, 2.4, 2.5, 0.4625550807, 0.5274209380, 0.76503980, 0.77292788, 0.76290673, 0.77006918, 0.76171058, 0.75764328
./saved_models/results_synthetic/acrgnn_softplus/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L4-H64.pth,0.216758,0.07817, 3.0, 3.4, 0.4626455307, 0.5288986564, 0.76528001, 0.77317446, 0.76401651, 0.77169383, 0.76575243, 0.76158887
./saved_models/results_synthetic/acrgnn_softplus/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L5-H64.pth,0.27058,0.097204, 4.0, 4.1, 0.4503470063, 0.8950742483, 0.78545910, 0.79240674, 0.76810050, 0.77495569, 0.51497656, 0.51944727
./saved_models/results_synthetic/acrgnn_softplus/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L6-H64.pth,0.324402,0.116308, 5.0, 5.5, 0.4545368850, 0.8263240457, 0.76918596, 0.77670193, 0.77502555, 0.78215015, 0.45236376, 0.46153653
./saved_models/results_synthetic/acrgnn_softplus/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L7-H64.pth,0.378288,0.135423, 6.4, 6.9, 0.4625182450, 0.5681271553, 0.76891458, 0.77672607, 0.76090914, 0.76848435, 0.75146157, 0.74798656
./saved_models/results_synthetic/acrgnn_softplus/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L8-H64.pth,0.43211,0.154474, 6.4, 7.1, 0.4589736760, 0.6454417706, 0.76931942, 0.77695984, 0.76095355, 0.76786971, 0.73630458, 0.73331493
./saved_models/results_synthetic/acrgnn_softplus/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L9-H64.pth,0.485933,0.173589, 7.0, 7.5, 0.4389928281, 1.1658506393, 0.78722078, 0.79384178, 0.78088516, 0.78762889, 0.57347530, 0.57369661
./saved_models/results_synthetic/acrgnn_softplus/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L10-H64.pth,0.539766,0.192704, 8.2, 9.0, 0.4658861756, 1.1009311676, 0.76660573, 0.77398622, 0.76836687, 0.77599674, 0.76441717, 0.76004595
