model_name,size_original,size_quantized,time_original,time_quantized,test1_loss,test2_loss,train_micro,train_macro,test1_micro,test1_macro,test2_micro,test2_macro
saved_models/results/p2/MODEL-acrgnn-0-aggS-readS-combT-cl1-L5-H64.pth,0.27058,0.097204,2.0,2.0,0.5786970258,0.6663530469,0.66990334,0.67627072,0.66963768,0.67521012,0.62708503,0.62658066
saved_models/results/p2/MODEL-acrgnn-0-aggS-readS-combT-cl1-L6-H64.pth,0.324402,0.116308,2.2,2.3,0.5834453702,0.662179172,0.67147952,0.67718655,0.67908549,0.68421817,0.63306552,0.63270867
saved_models/results/p2/MODEL-acrgnn-0-aggS-readS-combT-cl1-L7-H64.pth,0.378288,0.135423,3.3,4.3,0.6278336644,0.7677838206,0.63961887,0.64295012,0.6398235,0.64337128,0.39557588,0.39644915
saved_models/results/p2/MODEL-acrgnn-0-aggS-readS-combT-cl1-L8-H64.pth,0.43211,0.154474,5.0,6.0,0.5785572529,0.6603488922,0.6631192,0.66977519,0.66054636,0.66605592,0.65720361,0.65614611
saved_models/results/p2/MODEL-acrgnn-0-aggS-readS-combT-cl1-L9-H64.pth,0.485933,0.173589,3.9,5.9,0.6370564103,0.7624863386,0.63091224,0.63440907,0.6426757,0.6455763,0.39323413,0.3945803
saved_models/results/p2/MODEL-acrgnn-0-aggS-readS-combT-cl1-L10-H64.pth,0.539766,0.192704,3.8,3.8,0.6422796845,0.7698767185,0.63062811,0.63412035,0.64325505,0.64597619,0.39514357,0.39626098
saved_models/results/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L1-H64.pth,0.055548,0.021004,0.8,1.0,0.5334590077,0.6279351711,0.70268297,0.71043825,0.70071471,0.70795083,0.66900039,0.66581565
saved_models/results/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L2-H64.pth,0.10905,0.040038,1.0,1.7,0.5924996734,0.6281692386,0.6922242,0.69999856,0.66790962,0.67648923,0.73251534,0.72742152
saved_models/results/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L3-H64.pth,0.162936,0.059072,1.7,2.1,0.5948603153,0.5753763318,0.68818927,0.69565034,0.68562168,0.69320762,0.740996,0.73654425
saved_models/results/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L4-H64.pth,0.216758,0.07817,1.7,1.8,0.6257448792,0.6001202464,0.66655988,0.67399055,0.64979804,0.65749925,0.71241426,0.70714992
saved_models/results/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L5-H64.pth,0.27058,0.097204,2.6,4.2,0.6252776384,0.6053255796,0.65450847,0.66195017,0.64345008,0.65144885,0.74951279,0.74530262
saved_models/results/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L6-H64.pth,0.324402,0.116308,2.6,3.7,0.6324537992,0.6450411081,0.64095789,0.64794487,0.63985437,0.64797372,0.67047995,0.66502881
saved_models/results/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L7-H64.pth,0.378288,0.135423,3.2,4.2,0.6401030421,0.608548522,0.6502111,0.65703523,0.6247614,0.63260406,0.73226273,0.72785908
saved_models/results/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L8-H64.pth,0.43211,0.154474,3.0,3.1,0.6541016102,0.7311760187,0.62437332,0.63254905,0.60003549,0.6098451,0.51537353,0.51385874
saved_models/results/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L9-H64.pth,0.485933,0.173589,3.4,6.6,0.6600803137,0.7403752208,0.59642684,0.60331696,0.57530963,0.58292478,0.4981595,0.49881417
saved_models/results/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L10-H64.pth,0.539766,0.192704,3.4,3.8,0.6820914149,0.7619534731,0.58252925,0.59056509,0.54707682,0.55620778,0.28939012,0.2919887
