model_name,size_original,size_quantized,time_original,time_quantized,test1_loss,test2_loss,train_micro,train_macro,test1_micro,test1_macro,test2_micro,test2_macro
saved_models/results/p2/MODEL-acrgnn-0-aggS-readS-combT-cl1-L6-H64.pth,0.324402,0.116308,5.9,3.3,0.3690687418,0.4430291653,0.83765113,0.83986276,0.84246176,0.84442031,0.80534637,0.80513239
saved_models/results/p2/MODEL-acrgnn-0-aggS-readS-combT-cl1-L7-H64.pth,0.378288,0.135423,3.7,3.6,0.3753481805,0.4278171957,0.83378839,0.8360883,0.83724767,0.83935469,0.81709117,0.81684482
saved_models/results/p2/MODEL-acrgnn-0-aggS-readS-combT-cl1-L8-H64.pth,0.43211,0.154474,3.9,4.2,0.3742985427,0.5085729957,0.83547556,0.83778733,0.8387183,0.84099931,0.7799834,0.77944952
saved_models/results/p2/MODEL-acrgnn-0-aggS-readS-combT-cl1-L9-H64.pth,0.485933,0.173589,3.8,4.6,0.3736735284,0.5982400775,0.83611494,0.8384583,0.83885199,0.84104258,0.73995751,0.74224919
saved_models/results/p2/MODEL-acrgnn-0-aggS-readS-combT-cl1-L10-H64.pth,0.539766,0.192704,4.5,5.2,0.3779759407,0.7861728668,0.83109784,0.83356887,0.83559871,0.8378315,0.71005511,0.71304941
saved_models/results/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L1-H64.pth,0.055548,0.021004,1.0,0.9,0.5218227506,0.5635383129,0.71118879,0.71874744,0.70919341,0.71599489,0.75784916,0.75325108
saved_models/results/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L2-H64.pth,0.10905,0.040038,1.2,1.4,0.4638762474,0.5308508277,0.76277989,0.77074164,0.75851202,0.76595914,0.76943344,0.76530552
saved_models/results/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L3-H64.pth,0.162936,0.059072,1.6,1.9,0.456079483,0.5766658187,0.77178395,0.77932888,0.76610291,0.77321827,0.70490795,0.70248902
saved_models/results/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L4-H64.pth,0.216758,0.07817,2.3,2.4,0.4656855464,0.5461719036,0.76928383,0.77684063,0.7604208,0.7683025,0.73843378,0.73593724
saved_models/results/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L5-H64.pth,0.27058,0.097204,2.5,3.0,0.4472895861,1.0957260132,0.78226942,0.78952485,0.76636922,0.77306074,0.4978708,0.50243741
saved_models/results/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L6-H64.pth,0.324402,0.116308,3.0,3.4,0.4538120329,0.9792289138,0.76463497,0.77226377,0.77276158,0.78007132,0.48141465,0.48675984
saved_models/results/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L7-H64.pth,0.378288,0.135423,3.7,3.5,0.4591454268,0.9703124166,0.76979095,0.77733463,0.76153058,0.76861393,0.47636232,0.48262787
saved_models/results/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L8-H64.pth,0.43211,0.154474,4.1,4.4,0.4630040228,0.8025406599,0.77056503,0.77814627,0.75851202,0.76604503,0.76261276,0.75854403
saved_models/results/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L9-H64.pth,0.485933,0.173589,4.2,5.0,0.4689050317,0.9633782506,0.76856315,0.77621049,0.74448442,0.75297898,0.53099966,0.53393525
saved_models/results/p3/MODEL-acrgnn-0-aggS-readS-combT-cl1-L10-H64.pth,0.539766,0.192704,4.5,4.9,0.4767104089,0.9611509442,0.75893623,0.76699394,0.75420606,0.76252997,0.76647419,0.76239777
